"study2022"	"outcome"	"reference"	"pub_year"	"location1"	"location2"	"coordinate1"	"coordinate2"	"dd_lat"	"dd_long"	"gradient1"	"gradient2"	"gai"	"n_sp_paper"	"n_sp_LCVP"	"n_family_LCVP"	"n_lifeform1"	"n_lifeform2"	"n_lifeform3"	"n_lifestage"	"t_sp_paper"	"t_sp_LCVP"	"t_family_LCVP"	"t_lifeform1"	"t_lifeform2"	"t_lifeform3"	"t_lifestage3"	"t_lifestage1"	"t_lifestage3.1"	"lifeform1_similarity"	"lifeform2_similarity"	"lifestage_n_t"	"performance1"	"performance2"	"interaction_type"	"study_type"	"MEANc"	"MEANn"	"SDc"	"SDn"	"Nc"	"Nn"	"SE_c"	"SE_n"	"sucess_c"	"sucess_n"	"fail_c"	"fail_n"	"data_type"	"phylo_dist"	"zoneclima"	"effectsize"	"es_variance"	"lifeform_n_t"	"e_n"
"205"	"205_08"	"Bonanomi_et_al._2008"	2008	"Fano, Italy"	"Italy"	"43°52'00\"N"	"12°58'58\"E"	43.844	"13.015"	"early stage (open shrub)"	"2"	0.667	"Medicago marina"	"Medicago marina L. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"not informed"	"Lophochloa pubescens"	"Rostraria litorea (All.) Holub "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"notseedling_seedling"	"biomass (2004)"	"growth"	"inter"	"observational"	0.3	1.65	0.3	1.49	12	12	0.09	0.43	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	1.21272815255368	0.20296371815023	"w.h"	24
"101"	"101_02"	"Gagne_&_Houle_2001"	2001	"Quebec, Canada"	"Canada"	"55°17'N"	"77°45'W"	55.283	"-77.75"	"embryo dunes"	"1"	1.287	"Honckenya peploides"	"Honckenya peploides (L.) Ehrh. "	"Caryophyllaceae"	"forb"	"forb"	"herb"	"not informed (probably adult)"	"Leymus mollis"	"Leymus mollis (Trin.) Pilg. "	"Poaceae"	"grass"	"grass"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"1"	"impossible"	"abundance (density 1997)"	"abundance"	"inter"	"observational"	0.04	0.81	0	2.61	26	26	0	0.51	NA	NA	NA	NA	"hedges_d"	271.516129	"Temperate"	0.410925052273547	0.0786727736550407	"h.h"	52
"101"	"101_05"	"Gagne_&_Houle_2001"	2001	"Quebec, Canada"	"Canada"	"55°17'N"	"77°45'W"	55.283	"-77.75"	"embryo dunes"	"1"	1.287	"Honckenya peploides"	"Honckenya peploides (L.) Ehrh. "	"Caryophyllaceae"	"forb"	"forb"	"herb"	"not informed (probably adult)"	"Leymus mollis"	"Leymus mollis (Trin.) Pilg. "	"Poaceae"	"grass"	"grass"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"1"	"impossible"	"biomass (total 1997)"	"growth"	"inter"	"observational"	18.1	17.5	7.07	5.66	50	50	1	0.8	NA	NA	NA	NA	"hedges_d"	271.516129	"Temperate"	-0.0929733705020392	0.0400449032323999	"h.h"	100
"389"	"389_16"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"foredune"	"1"	0.344	"Pancratium maritimum"	"Pancratium maritimum L. "	"Amaryllidaceae"	"forb"	"forb"	"herb"	"adult"	"Pancratium maritimum"	"Pancratium maritimum L. "	"Amaryllidaceae"	"forb"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival"	"survival"	"intra"	"observational"	NA	NA	NA	NA	25	25	NA	NA	0	1	25	24	"odds"	0	"Temperate"	0.69007128683746	1.00888840384639	"h.h"	50
"389"	"389_15"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"foredune"	"1"	0.344	"Lotus cytisoides"	"Lotus cytisoides L. "	"Fabaceae"	"herb (information confirmed by Valentina Cusseddu by e-mail in may 2020)"	"forb"	"herb"	"adult"	"Lotus cytisoides"	"Lotus cytisoides L. "	"Fabaceae"	"herb (information confirmed by Valentina Cusseddu by e-mail in may 2020)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival"	"survival"	"intra"	"observational"	NA	NA	NA	NA	25	25	NA	NA	0	0	25	25	"odds"	0	"Temperate"	0	1.49804641783251	"h.h"	50
"261"	"261_03"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Carpobrotus edulis"	"Carpobrotus edulis (L.) N.E.Br. "	"Aizoaceae"	"succulent"	"forb"	"herb"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"1"	"impossible"	"spikelets per plant"	"reproduction"	"inter"	"experimental"	3.5	8.1	5.28	7.94	10	10	1.67	2.51	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.653346444509543	0.213124771624007	"h.h"	20
"261"	"261_06"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Carpobrotus edulis"	"Carpobrotus edulis (L.) N.E.Br. "	"Aizoaceae"	"succulent"	"forb"	"herb"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"1"	"impossible"	"aboveground biomass"	"growth"	"inter"	"experimental"	1.38	1.43	1.04	1.3	10	10	0.34	0.42	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.0406747524524437	0.200050869155546	"h.h"	20
"261"	"261_09"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Carpobrotus edulis"	"Carpobrotus edulis (L.) N.E.Br. "	"Aizoaceae"	"succulent"	"forb"	"herb"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"1"	"impossible"	"height (cm)"	"growth_size"	"inter"	"observational"	15.5	41.5	11	18.74	20	20	2.46	4.19	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	1.65846402478177	0.137932525188545	"h.h"	40
"261"	"261_12"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Carpobrotus edulis"	"Carpobrotus edulis (L.) N.E.Br. "	"Aizoaceae"	"succulent"	"forb"	"herb"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"1"	"impossible"	"number of spikelets"	"reproduction"	"inter"	"observational"	2.3	5.1	2.33	8.27	20	20	0.52	1.85	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.451705847242629	0.102813915613308	"h.h"	40
"261"	"261_15"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Carpobrotus edulis"	"Carpobrotus edulis (L.) N.E.Br. "	"Aizoaceae"	"succulent"	"forb"	"herb"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"1"	"impossible"	"height (cm)"	"growth_size"	"inter"	"observational"	4.6	16.7	2.68	6.93	20	20	0.6	1.55	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	2.25723675176956	0.170267397650919	"h.h"	40
"261"	"261_01"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"1"	"1"	"impossible"	"spikelets per plant"	"reproduction"	"inter"	"experimental"	9.6	17.2	12.05	10.59	10	10	3.81	3.35	NA	NA	NA	NA	"hedges_d"	71.30955	"Temperate"	0.641610097581928	0.212657474805709	"h.h"	20
"261"	"261_04"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"1"	"1"	"impossible"	"aboveground biomass"	"growth"	"inter"	"experimental"	2.33	4.81	3.07	3	10	10	0.96	0.96	NA	NA	NA	NA	"hedges_d"	71.30955	"Temperate"	0.782472893475967	0.218825360189302	"h.h"	20
"261"	"261_07"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"1"	"1"	"impossible"	"height (cm)"	"growth_size"	"inter"	"observational"	15.5	76.5	11	17.66	20	20	2.46	3.95	NA	NA	NA	NA	"hedges_d"	71.30955	"Temperate"	4.06385569540273	0.327759342510477	"h.h"	40
"261"	"261_10"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"1"	"1"	"impossible"	"number of spikelets"	"reproduction"	"inter"	"observational"	2.3	20.7	2.33	18.6	20	20	0.52	4.16	NA	NA	NA	NA	"hedges_d"	71.30955	"Temperate"	1.36054778645172	0.125528614455919	"h.h"	40
"261"	"261_13"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"1"	"1"	"impossible"	"height (cm)"	"growth_size"	"inter"	"observational"	4.6	27.1	2.68	11.99	20	20	0.6	2.68	NA	NA	NA	NA	"hedges_d"	71.30955	"Temperate"	2.53843907891907	0.188865488872054	"h.h"	40
"232"	"232_01"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"foredune"	"1"	0.911	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"intra"	"experimental"	0.58	1.18	0.81	0.99	15	14	0.21	0.27	NA	NA	NA	NA	"hedges_d"	0	"Temperate"	0.647107459721486	0.146384820397899	"h.h"	28.9655172413793
"232"	"232_02"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"foredune"	"1"	0.911	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"inter"	"experimental"	-0.57	1	0.8	0.39	4	3	0.4	0.23	NA	NA	NA	NA	"hedges_d"	95.480222	"Temperate"	1.97908265127952	1.17544541781884	"h.h"	6.85714285714286
"232"	"232_15"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"foredune"	"1"	0.911	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"intra"	"experimental"	83.4	75	35.03	27.95	6	6	14.3	11.41	NA	NA	NA	NA	"hedges_d"	0	"Temperate"	-0.244602904064759	0.33694930022231	"h.h"	12
"232"	"232_16"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"foredune"	"1"	0.911	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	24.7	16.67	35.27	35.36	6	6	14.4	14.43	NA	NA	NA	NA	"hedges_d"	95.480222	"Temperate"	-0.209815693533632	0.335993918496969	"h.h"	12
"261"	"261_02"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Baccharis pilularis"	"Baccharis pilularis DC. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"spikelets per plant"	"reproduction"	"inter"	"experimental"	1.2	5.7	2.15	4.33	10	10	0.68	1.37	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	1.26063784305664	0.248863589996643	"w.h"	20
"261"	"261_05"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Baccharis pilularis"	"Baccharis pilularis DC. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"aboveground biomass"	"growth"	"inter"	"experimental"	0.53	2.92	0.51	2.63	10	10	0.17	0.83	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	1.20822166328433	0.244884658767281	"w.h"	20
"261"	"261_08"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Baccharis pilularis"	"Baccharis pilularis DC. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"height (cm)"	"growth_size"	"inter"	"observational"	15.5	58.1	11	18.74	20	20	2.46	4.19	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	2.71732951752705	0.201831996170361	"w.h"	40
"261"	"261_11"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Baccharis pilularis"	"Baccharis pilularis DC. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"number of spikelets"	"reproduction"	"inter"	"observational"	2.3	6.4	2.33	4.74	20	20	0.52	1.06	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	1.07596710434111	0.115966055400917	"w.h"	40
"261"	"261_14"	"Cushman_et_al._2011"	2011	"California"	"USA"	"38°20'N"	"123°03'W"	38.333	"-123.05"	"foredune"	"1"	0.779	"Baccharis pilularis"	"Baccharis pilularis DC. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Ehrharta calycina"	"Ehrharta calycina Sm. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"height (cm)"	"growth_size"	"inter"	"observational"	4.6	25.4	2.68	10.42	20	20	0.6	2.33	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	2.6796392052761	0.199026696369174	"w.h"	40
"125"	"125_25"	"Franks_2003"	2003	"Florida, USA"	"USA"	"26°08'N"	"81°47'W"	26.133	"-81.783"	"foredune, mid-dune and rear dune"	"4"	0.704	"Uniola paniculata"	"Uniola paniculata L. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Uniola paniculata"	"Uniola paniculata L. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"juvenile"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass (aboveground)"	"growth"	"intra"	"experimental"	0.36	2.19	0.17	1.14	2	3	0.12	0.66	NA	NA	NA	NA	"hedges_d"	0	"Sub-tropical"	1.41478382231356	1.56068001679417	"h.h"	4.8
"125"	"125_27"	"Franks_2003"	2003	"Georgia, USA"	"USA"	"31°28'N"	"81°14'W"	31.4667	"-81.233"	"foredune, mid-dune and rear dune"	"4"	0.815	"Uniola paniculata"	"Uniola paniculata L. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Uniola paniculata"	"Uniola paniculata L. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"juvenile"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass (aboveground)"	"growth"	"intra"	"experimental"	4.73	1.65	1.16	1.1	4	2	0.58	0.78	NA	NA	NA	NA	"hedges_d"	0	"Sub-tropical"	-2.1457223195853	1.73805352488208	"h.h"	5.33333333333333
"125"	"125_26"	"Franks_2003"	2003	"Florida, USA"	"USA"	"26°08'N"	"81°47'W"	26.133	"-81.783"	"foredune, mid-dune and rear dune"	"4"	0.704	"Iva imbricata"	"Iva imbricata Walter "	"Asteraceae"	"shrub"	"shrub"	"woody"	"young"	"Uniola paniculata"	"Uniola paniculata L. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"juvenile"	"not_seedling"	"0"	"0"	"notseedling_notseedling"	"biomass (aboveground)"	"growth"	"inter"	"experimental"	0.36	4.46	0.17	3.42	2	2	0.12	2.42	NA	NA	NA	NA	"hedges_d"	271.516128	"Sub-tropical"	0.955348743125845	1.91269122099213	"w.h"	4
"125"	"125_28"	"Franks_2003"	2003	"Georgia, USA"	"USA"	"31°28'N"	"81°14'W"	31.4667	"-81.233"	"foredune, mid-dune and rear dune"	"4"	0.815	"Iva imbricata"	"Iva imbricata Walter "	"Asteraceae"	"shrub"	"shrub"	"woody"	"young"	"Uniola paniculata"	"Uniola paniculata L. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"juvenile"	"not_seedling"	"0"	"0"	"notseedling_notseedling"	"biomass (aboveground)"	"growth"	"inter"	"experimental"	4.73	0.69	1.16	1.9	4	5	0.58	0.85	NA	NA	NA	NA	"hedges_d"	271.516128	"Sub-tropical"	-2.20866168239047	0.911404300484685	"w.h"	8.88888888888889
"125"	"125_33"	"Franks_2003"	2003	"Florida, USA"	"USA"	"26°08'N"	"81°47'W"	26.133	"-81.783"	"foredune, mid-dune and rear dune"	"4"	0.704	"Uniola paniculata"	"Uniola paniculata L. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Iva imbricata"	"Iva imbricata Walter "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not_seedling"	"juvenile"	"not_seedling"	"0"	"0"	"notseedling_notseedling"	"growth (N leaves)"	"growth"	"inter"	"experimental"	6.73	6.57	9.15	15.05	2	5	6.47	6.73	NA	NA	NA	NA	"hedges_d"	271.516128	"Sub-tropical"	-0.00956119695465852	0.700013819762838	"h.w"	5.71428571428571
"125"	"125_35"	"Franks_2003"	2003	"Georgia, USA"	"USA"	"31°28'N"	"81°14'W"	31.4667	"-81.233"	"foredune, mid-dune and rear dune"	"4"	0.815	"Uniola paniculata"	"Uniola paniculata L. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Iva imbricata"	"Iva imbricata Walter "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not_seedling"	"juvenile"	"not_seedling"	"0"	"0"	"notseedling_notseedling"	"growth (N leaves)"	"growth"	"inter"	"experimental"	45.6	23.6	12.49	15.56	6	8	5.1	5.5	NA	NA	NA	NA	"hedges_d"	271.516128	"Sub-tropical"	-1.43381289464348	0.39176909240904	"h.w"	13.7142857142857
"125"	"125_34"	"Franks_2003"	2003	"Florida, USA"	"USA"	"26°08'N"	"81°47'W"	26.133	"-81.783"	"foredune, mid-dune and rear dune"	"4"	0.704	"Iva imbricata"	"Iva imbricata Walter "	"Asteraceae"	"shrub"	"shrub"	"woody"	"young"	"Iva imbricata"	"Iva imbricata Walter "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not_seedling"	"juvenile"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"growth (N leaves)"	"growth"	"intra"	"experimental"	6.73	16.8	9.15	9.76	2	2	6.47	6.9	NA	NA	NA	NA	"hedges_d"	0	"Sub-tropical"	0.600574873992484	1.36069017927109	"w.w"	4
"125"	"125_36"	"Franks_2003"	2003	"Georgia, USA"	"USA"	"31°28'N"	"81°14'W"	31.4667	"-81.233"	"foredune, mid-dune and rear dune"	"4"	0.815	"Iva imbricata"	"Iva imbricata Walter "	"Asteraceae"	"shrub"	"shrub"	"woody"	"young"	"Iva imbricata"	"Iva imbricata Walter "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not_seedling"	"juvenile"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"growth (N leaves)"	"growth"	"intra"	"experimental"	45.6	21.9	12.49	13.72	6	6	5.1	5.6	NA	NA	NA	NA	"hedges_d"	0	"Sub-tropical"	-1.66692327374483	0.50126494182072	"w.w"	12
"389"	"389_02"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"foredunes"	"1"	0.344	"Armeria pungens"	"Armeria pungens (Link) Hoffmanns. & Link "	"Plumbaginaceae"	"sub-shrub"	"sub_shrub"	"woody"	"several"	"Lotus cytisoides"	"Lotus cytisoides L. "	"Fabaceae"	"herb (information confirmed by Valentina Cusseddu by e-mail in may 2020)"	"forb"	"herb"	"several"	"not informed"	"several"	"0"	"0"	"several"	"plant coverage"	"abundance"	"inter"	"experimental"	10.8	6.3	8.7	6.4	8	8	3.08	2.26	NA	NA	NA	NA	"hedges_d"	247.468472	"Temperate"	-0.556992260261769	0.262646844221383	"w.h"	16
"389"	"389_01"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"foredunes"	"1"	0.344	"Lotus cytisoides"	"Lotus cytisoides L. "	"Fabaceae"	"herb (information confirmed by Valentina Cusseddu by e-mail in may 2020)"	"forb"	"herb"	"several"	"Armeria pungens"	"Armeria pungens (Link) Hoffmanns. & Link "	"Plumbaginaceae"	"sub-shrub"	"sub_shrub"	"woody"	"several"	"not informed"	"several"	"0"	"0"	"several"	"plant coverage"	"abundance"	"inter"	"experimental"	18.7	10.2	14.1	6.6	8	8	4.99	2.33	NA	NA	NA	NA	"hedges_d"	247.468472	"Temperate"	-0.729891846950301	0.271717052102496	"h.w"	16
"8"	"08_51"	"DAntonio_1993"	1993	"California (Vandenberg Air Force Base in northern Santa Barbara County)"	"USA"	"34°41'N"	"120°36'W"	34.683	"-120.6"	"grassland"	"1"	0.328	"Carpobrotus edulis"	"Carpobrotus edulis (L.) N.E.Br. "	"Aizoaceae"	"succulent perennial"	"forb"	"herb"	"several (less seed)"	"Carpobrotus edulis"	"Carpobrotus edulis (L.) N.E.Br. "	"Aizoaceae"	"succulent perennial"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"1"	"1"	"several"	"occurrence"	"occurrence"	"intra"	"observational"	NA	NA	NA	NA	34	90	NA	NA	7	0	27	90	"odds"	0	"Sub-tropical"	-2.36316002856701	0.801008886484436	"h.h"	98.7096774193548
"232"	"232_13"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dune"	"2"	0.911	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"not_seedling"	"young"	"not_seedling"	"0"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"inter"	"experimental"	1.42	0.98	1.64	1.17	10	9	0.52	0.39	NA	NA	NA	NA	"hedges_d"	271.516129	"Temperate"	-0.292227850488551	0.213908732866205	"h.h"	18.9473684210526
"232"	"232_27"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dune"	"2"	0.911	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"forb"	"forb"	"herb"	"not_seedling"	"young"	"not_seedling"	"0"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	55.1	50	25.47	31.91	6	6	10.04	13.03	NA	NA	NA	NA	"hedges_d"	271.516129	"Temperate"	-0.163005928144856	0.33493919460764	"h.h"	12
"232"	"232_11"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dune"	"2"	0.911	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"inter"	"experimental"	-0.62	1.59	0.82	3.46	8	13	0.29	0.96	NA	NA	NA	NA	"hedges_d"	95.480223	"Temperate"	0.759158669185644	0.218617419224333	"h.h"	19.8095238095238
