"","X.2","X.1","X","checking","researcher","study2013","study2017","study2020","study2022","outcome","reference","doi","pub_year","start_date","end_date","location1","location2","coordinate1","coordinate2","dd_lat","dd_long","region1","region2","climate1","climate2","map1","map2","gai","gradient1","gradient2","n_type","n_sp_paper","n_sp","n_sp_LCVP","n_family_paper","n_family","n_family_LCVP","n_lifeform1","n_lifeform2","n_lifeform3","n_origin1","n_origin2","n_origin3","n_lifestage","t_sp_paper","t_sp","t_sp_LCVP","t_family_paper","t_family","t_family_LCVP","t_lifeform1","t_lifeform2","t_lifeform3","t_origin1","t_origin2","t_origin3","t_lifestage1","t_lifestage2","t_lifestage3","lifeform1_similarity","lifeform2_similarity","lifestage_n_t","interaction_type","performance1","performance2","study_type","duration","net_interaction","last_year","obs","suitable_meta","suitable_meta_reason","suitable_for_master_project","suitable_master_reason","target_sp_plot","data_location","differences_within_outcomes","cID","nID","MEANc","MEANn","SDc","SDn","Nc","Nn","SE_c","SE_n","sucess_c","sucess_n","fail_c","fail_n","data_type","ask_data","status_oct2017","status_email","answer_obs","phylo_dist"
"77",77,77,173,"camila","camila","66_06","232","232",232,"232_28","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","grey dune","2","isolated_obs","Corynephorus canescens","corynephorus canescens","Corynephorus canescens (L.) P.Beauv. ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396681-1#distribution-map)","native_country","native","young","Corynephorus canescens","corynephorus canescens","Corynephorus canescens (L.) P.Beauv. ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396681-1#distribution-map)","native_country","native","young","juvenile","not_seedling",1,1,"young_notseedling","intra","survival","survival","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 2a and data provided by authors (survival with neighbors)","pairwise combination and/or performance estimator","232_28","232_28",83.6,77.78,24.98,24.85,6,6,10.2,10.14,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",0
"78",78,78,174,"dri-> Camila","luanne","03_88","300","300",300,"300_03","Le_Bagousse-Pinguet_et_al._2013","10.1111/j.1654-1103.2012.01462.x",2013,"sep/2005","sep/2006","Aquitaine","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875","875","0,911","grey dunes","2","isolated","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","shrub","sub_shrub","woody","native","native_study","native","adult","Pancratium maritimum","pancratium maritimum","Pancratium maritimum L. ","Amaryllidaceae","amaryllidaceae","Amaryllidaceae","forb","forb","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:66466-1)","native_country","native","not informed (probably adult)","adult","not_seedling",0,0,"adult_adult","inter","survival","survival","experimental","365","neutral","2006","The study tests the effect of fertilization and water addition on plant interactions. I only included the control plots (no fertilization and no water addition) in order to represent the more natural field conditions.","yes","authors present only the survival data without neighbor (figure 1) and it is necessary to ask for the survival with neighbor. Authors provided the remaining data.","yes",NA,"single sps","data provided by authors","different target species","300_03","300_03",0.38,0.43,0.37,0.42,7,7,0.14,0.16,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2013","data provided by email",271.516128
"79",79,79,195,"dri-> Camila","luanne","03_88","300","300",300,"300_06","Le_Bagousse-Pinguet_et_al._2013","10.1111/j.1654-1103.2012.01462.x",2013,"sep/2005","sep/2006","Aquitaine","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875","875","0,911","grey dunes","2","isolated","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","shrub","sub_shrub","woody","native","native_study","native","adult","Oenothera biennis","oenothera biennis","Oenothera biennis L. ","Onagraceae","onagraceae","Onagraceae","forb","forb","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:172755-2)","exotic_country","exotic","not informed (probably adult)","adult","not_seedling",0,0,"adult_adult","inter","survival","survival","experimental","365","neutral","2006","The study tests the effect of fertilization and water addition on plant interactions. I only included the control plots (no fertilization and no water addition) in order to represent the more natural field conditions.","yes","authors present only the survival data without neighbor (figure 1) and it is necessary to ask for the survival with neighbor. Authors provided the remaining data.","yes",NA,"single sps","data provided by authors","different target species","300_06","300_06",0.23,0.38,0.24,0.37,7,7,0.09,0.14,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2013","data provided by email",247.468472
"80",80,80,196,"dri-> Camila","luanne","03_88","300","300",300,"300_01","Le_Bagousse-Pinguet_et_al._2013","10.1111/j.1654-1103.2012.01462.x",2013,"sep/2005","sep/2006","Aquitaine","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875","875","0,911","grey dunes","2","isolated","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","shrub","sub_shrub","woody","native","native_study","native","adult","Festuca vasconcensis","festuca vasconcensis","Festuca vasconcensis (Markgr.-Dann.) Auquier & Kerguélen ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:403699-1)","native_country","native","not informed (probably adult)","adult","not_seedling",0,0,"adult_adult","inter","survival","survival","experimental","365","neutral","2006","The study tests the effect of fertilization and water addition on plant interactions. I only included the control plots (no fertilization and no water addition) in order to represent the more natural field conditions.","yes","authors present only the survival data without neighbor (figure 1) and it is necessary to ask for the survival with neighbor. Authors provided the remaining data.","yes",NA,"single sps","data provided by authors","different target species","300_01","300_01",0.71,0.71,0.71,0.71,7,7,0.27,0.27,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2013","data provided by email",271.516128
"81",81,81,197,"dri-> Camila","luanne","03_88","300","300",300,"300_05","Le_Bagousse-Pinguet_et_al._2013","10.1111/j.1654-1103.2012.01462.x",2013,"sep/2005","sep/2006","Aquitaine","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875","875","0,911","grey dunes","2","isolated","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","shrub","sub_shrub","woody","native","native_study","native","adult","Elymus farctus","elymus farctus","Thinopyrum junceum (L.) Á.Löve ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map)","native_country","native","not informed (probably adult)","adult","not_seedling",0,0,"adult_adult","inter","survival","survival","experimental","365","positive","2006","The study tests the effect of fertilization and water addition on plant interactions. I only included the control plots (no fertilization and no water addition) in order to represent the more natural field conditions.","yes","authors present only the survival data without neighbor (figure 1) and it is necessary to ask for the survival with neighbor. Authors provided the remaining data.","yes",NA,"single sps","data provided by authors","different target species","300_05","300_05",0.52,0.86,0.53,0.85,7,7,0.2,0.32,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2013","data provided by email",271.516128
"82",82,82,198,"dri-> Camila","luanne","03_88","300","300",300,"300_02","Le_Bagousse-Pinguet_et_al._2013","10.1111/j.1654-1103.2012.01462.x",2013,"sep/2005","sep/2006","Aquitaine","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875","875","0,911","grey dunes","2","isolated","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","shrub","sub_shrub","woody","native","native_study","native","adult","Senecio inaequidens","senecio inaequidens","Senecio inaequidens DC. ","Asteraceae","asteraceae","Asteraceae","forb or sub-shrub","sub_shrub","woody","not informed (but see http://www.pressesagro.be/base/text/v14n4/627.pdf)","exotic_country","exotic","not informed (probably adult)","adult","not_seedling",1,1,"adult_adult","inter","survival","survival","experimental","365","neutral","2006","The study tests the effect of fertilization and water addition on plant interactions. I only included the control plots (no fertilization and no water addition) in order to represent the more natural field conditions.","yes","authors present only the survival data without neighbor (figure 1) and it is necessary to ask for the survival with neighbor. Authors provided the remaining data.","yes",NA,"single sps","data provided by authors","different target species","300_02","300_02",0.14,0.24,0.13,0.24,7,7,0.05,0.09,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2013","data provided by email",45.978918
"83",83,83,199,"dri-> Camila","luanne","03_88","300","300",300,"300_04","Le_Bagousse-Pinguet_et_al._2013","10.1111/j.1654-1103.2012.01462.x",2013,"sep/2005","sep/2006","Aquitaine","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875","875","0,911","grey dunes","2","isolated","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","shrub","sub_shrub","woody","native","native_study","native","adult","Cistus salviifolius","cistus salviifolius","Cistus salviifolius L. ","Cistaceae","cistaceae","Cistaceae","sub-shrub","sub_shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:168475-1#distribution-map)","native_country","native","not informed (probably adult)","adult","not_seedling",1,1,"adult_adult","inter","survival","survival","experimental","365","neutral","2006","The study tests the effect of fertilization and water addition on plant interactions. I only included the control plots (no fertilization and no water addition) in order to represent the more natural field conditions.","yes","authors present only the survival data without neighbor (figure 1) and it is necessary to ask for the survival with neighbor. Authors provided the remaining data.","yes",NA,"single sps","data provided by authors","different target species","300_04","300_04",0.14,0.29,0.13,0.29,7,7,0.05,0.11,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2013","data provided by email",247.468472
"84",84,84,203,"marina","camila","54_01","245","245",245,"245_02","Cushman_et_al._2010","10.1111/j.1654-1103.2010.01196.x",2010,"mar/1996","mar/1996","California, USA","USA","38°18'N","123°03'W","38,333","-123,05","not informed","temperate","mediterranean","mediterranean","not informed_completar","482","0,779","hind-dune","2","isolated_obs","Ericameria ericoides","ericameria ericoides","Ericameria ericoides (Less.) Nutt. ex Jeps. ","Asteraceae","asteraceae","Asteraceae","shrub","shrub","woody","not informed (but see Kleinhesselink_et_al._2014)","native_study","native","not informed (probably adult)","Claytonia perfoliata","claytonia perfoliata","Claytonia perfoliata Donn ex Willd. ","Portulacaceae","portulacaceae","Montiaceae","herb","forb","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60021-2)","exotic_country","exotic","not informed","several","several",0,0,"impossible","inter","abundance (density)","abundance","observational","30","positive","1996","na","yes","yes","yes",NA,"single sps","figure 1b","pair-wise combination","245_01","245_02",6.72,405,12.64,230.25,24,24,2.58,47,NA,NA,NA,NA,"hedges_d","yes","ok","no response about life stage until may 2023","na",239.748466
"85",85,85,204,"marina","camila","54_01","245","245",245,"245_01","Cushman_et_al._2010","10.1111/j.1654-1103.2010.01196.x",2010,"mar/1996","mar/1996","California, USA","USA","38°18'N","123°03'W","38,333","-123,05","not informed","temperate","mediterranean","mediterranean","not informed_completar","482","0,779","hind-dune","2","isolated_obs","Lupinus chamissonis","lupinus chamissonis","Lupinus chamissonis Eschsch. ","Fabaceae","fabaceae","Fabaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504282-1)","native_state","native","not informed (probably adult)","Claytonia perfoliata","claytonia perfoliata","Claytonia perfoliata Donn ex Willd. ","Portulacaceae","portulacaceae","Montiaceae","herb","forb","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60021-2)","exotic_country","exotic","not informed","several","several",0,0,"impossible","inter","abundance (density)","abundance","observational","30","positive","1996","na","yes","yes","yes",NA,"single sps","figure 1b","pair-wise combination","245_01","245_01",6.72,494,12.64,323.33,24,24,2.58,66,NA,NA,NA,NA,"hedges_d","no","ok","na","na",247.468472
"86",86,86,205,"","luisa","na","na","na",501,"501_01","Magnoli_et_al_2013","10.1007/s00442-013-2725-5",2013,"2010","2011","California (Bodega Head Sonoma County)","USA","38°19'N","123°3'W","38.301","-123.054","","","","","","","0,885","hind-dune","2","patch_mono","Carpobrotus edulis","","Carpobrotus edulis (L.) N.E.Br. ","Aizoaceae","","Aizoaceae","succulent perennial","forb","herb","exotic","exotic_study","exotic","not seedling","Bromus diandrus","","Bromus diandrus Roth ","Poaceae","","Poaceae","grass annual","grass","herb","exotic","exotic_study","exotic","seed","seed","seed",0,1,"notseedling_seedling","inter","seedling emergence (%)","emergence","experimental","210","negative","2011","There were results for seedling survival, above ground biomass and spikelet production, we don't have the nN or nC for these results, therefore, we will ask for raw data to try to include them in the observations",NA,NA,"yes",NA,"single sps","figure 4","","501_01","501_01",72.93,53.5,31.35,29.92,20,20,7.01,6.69,NA,NA,NA,NA,"hedges_d","other outcomes","","sent in 2022","",271.516128
"87",87,87,206,"marina","camila","54_01","245","245",245,"245_06","Cushman_et_al._2010","10.1111/j.1654-1103.2010.01196.x",2010,"mar/1996","mar/1996","California, USA","USA","38°18'N","123°03'W","38,333","-123,05","not informed","temperate","mediterranean","mediterranean","not informed_completar","482","0,779","hind-dune","2","isolated_obs","Ericameria ericoides","ericameria ericoides","Ericameria ericoides (Less.) Nutt. ex Jeps. ","Asteraceae","asteraceae","Asteraceae","shrub","shrub","woody","not informed (but see Kleinhesselink_et_al._2014)","native_study","native","not informed (probably adult)","Bromus diandrus","bromus diandrus","Bromus diandrus Roth ","Poaceae","poaceae","Poaceae","exotic grass","grass","herb","exotic","exotic_study","exotic","not informed","several","several",0,0,"impossible","inter","abundance (density)","abundance","observational","30","positive","1996","na","yes","yes","yes",NA,"single sps","figure 1b","pair-wise combination","245_02","245_04",9.3,12.8,23.03,17.15,24,24,4.7,3.5,NA,NA,NA,NA,"hedges_d","yes","ok","no response about life stage until may 2025","na",271.516128
"88",88,88,207,"marina","camila","54_01","245","245",245,"245_10","Cushman_et_al._2010","10.1111/j.1654-1103.2010.01196.x",2010,"mar/1996","mar/1996","California, USA","USA","38°18'N","123°03'W","38,333","-123,05","not informed","temperate","mediterranean","mediterranean","not informed_completar","482","0,779","hind-dune","2","isolated_obs","Ericameria ericoides","ericameria ericoides","Ericameria ericoides (Less.) Nutt. ex Jeps. ","Asteraceae","asteraceae","Asteraceae","shrub","shrub","woody","not informed (but see Kleinhesselink_et_al._2014)","native_study","native","not informed (probably adult)","Vulpia bromoides","vulpia bromoides","Vulpia bromoides (L.) Gray ","Poaceae","poaceae","Poaceae","exotic grass","grass","herb","exotic","exotic_study","exotic","not informed","several","several",0,0,"impossible","inter","abundance (density)","abundance","observational","30","negative","1996","na","yes","yes","yes",NA,"single sps","figure 1b","pair-wise combination","245_03","245_06",40.7,16.3,39.68,22.54,24,24,8.1,4.6,NA,NA,NA,NA,"hedges_d","no","ok","na","na",271.516128
"89",89,89,208,"camila","luanne","after_2013","334","334",334,"334_01","Kleinhesselink_et_al._2014","10.1007/s00442-014-2972-0",2014,"jan/2011","apr/2011","California (Bodega Head in Sonoma County)","USA","38°19'N","123°3'W","38,311","-123,066","not informed","temperate","Mediterranean","mediterranean","not informed (but see http://www.worldclimate.com/climate/us/california/sonoma, because Bodega Bay is in Sonoma, CA)","800","0,798","hind-dune","2","not informed (but I supposed small patches)","Ericameria ericoides","ericameria ericoides","Ericameria ericoides (Less.) Nutt. ex Jeps. ","Asteraceae","asteraceae","Asteraceae","shrub","shrub","woody","native","native_study","native","not informed (probably adult)","Bromus diandrus","bromus diandrus","Bromus diandrus Roth ","not informed","completar","Poaceae","grass","grass","herb","exotic","exotic_study","exotic","adult","adult","not_seedling",0,0,"impossible","inter","aboveground biomass","growth","experimental","120","positive","2011","Data are provided in Figure 2 (but we recalculated them after authors sent original data). We used target performance under shrub canopy and with shrub soil compared with target in open areas with shrub-free soil.","yes","yes","yes",NA,"single sps","data provided by authors","growth for adults","334_01","334_01",0.48,0.74,0.37,0.35,30,30,0.07,0.06,NA,NA,NA,NA,"hedges_d","asked in 2017 and 2025","ok","sent in 2017 and 2023 there was no answer","data provided by email",271.516128
"90",90,90,209,"camila","luanne","after_2013","334","334",334,"334_02","Kleinhesselink_et_al._2014","10.1007/s00442-014-2972-0",2014,"jan/2011","apr/2011","California (Bodega Head in Sonoma County)","USA","38°19'N","123°3'W","38,311","-123,066","not informed","temperate","Mediterranean","mediterranean","not informed (but see http://www.worldclimate.com/climate/us/california/sonoma, because Bodega Bay is in Sonoma, CA)","800","0,798","hind-dune","2","not informed (but I supposed small patches)","Ericameria ericoides","ericameria ericoides","Ericameria ericoides (Less.) Nutt. ex Jeps. ","Asteraceae","asteraceae","Asteraceae","shrub","shrub","woody","native","native_study","native","not informed (probably adult)","Bromus diandrus","bromus diandrus","Bromus diandrus Roth ","not informed","completar","Poaceae","grass","grass","herb","exotic","exotic_study","exotic","adult","adult","not_seedling",0,0,"impossible","inter","number of spikilets in each plant","reproduction","experimental","120","neutral","2011","We used target performance under shrub canopy and with shrub soil compared with target in open areas with shrub-free soil.","yes","data is presented as F of main effects of models; there is no mean and error and no model estimates. The authors sent data.","yes",NA,"single sps","data provided by authors","different performance estimator","334_01","334_01",11.05,15.82,8.79,8.18,30,30,1.6,1.49,NA,NA,NA,NA,"hedges_d","asked in 2017 and 2023","ok","sent in 2017 and 2023 there was no answer","data provided by email",271.516128
"91",91,91,210,"camila","luanne","after_2013","334","334",334,"334_03","Kleinhesselink_et_al._2014","10.1007/s00442-014-2972-0",2014,"jan/2011","apr/2011","California (Bodega Head in Sonoma County)","USA","38°19'N","123°3'W","38,311","-123,066","not informed","temperate","Mediterranean","mediterranean","not informed (but see http://www.worldclimate.com/climate/us/california/sonoma, because Bodega Bay is in Sonoma, CA)","800","0,798","hind-dune","2","not informed (but I supposed small patches)","Ericameria ericoides","ericameria ericoides","Ericameria ericoides (Less.) Nutt. ex Jeps. ","Asteraceae","asteraceae","Asteraceae","shrub","shrub","woody","native","native_study","native","not informed (probably adult)","Bromus diandrus","bromus diandrus","Bromus diandrus Roth ","not informed","completar","Poaceae","grass","grass","herb","exotic","exotic_study","exotic","seedling","seedling","seedling",0,0,"impossible","inter","survival","survival","experimental","120","neutral","2011","We used target performance under shrub canopy and with shrub soil compared with target in open areas with shrub-free soil.The authors did not measured this in the original article, but they sent me the biomass data and I calculated survival.","yes","data is presented as F of main effects of models; there is no mean and error and no model estimates. The authors sent data.","yes",NA,"single sps","data provided by authors","different performance estimator","334_01","334_01",NA,NA,NA,NA,60,60,NA,NA,57,59,3,1,"odds","asked in 2017 and 2024","ok","sent in 2017 and 2023 there was no answer","data provided by email",271.516128
"92",92,92,215,"marina","camila","54_01","245","245",245,"245_05","Cushman_et_al._2010","10.1111/j.1654-1103.2010.01196.x",2010,"mar/1996","mar/1996","California, USA","USA","38°18'N","123°03'W","38,333","-123,05","not informed","temperate","mediterranean","mediterranean","not informed_completar","482","0,779","hind-dune","2","isolated_obs","Lupinus chamissonis","lupinus chamissonis","Lupinus chamissonis Eschsch. ","Fabaceae","fabaceae","Fabaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504282-1)","native_state","native","not informed (probably adult)","Bromus diandrus","bromus diandrus","Bromus diandrus Roth ","Poaceae","poaceae","Poaceae","exotic grass","grass","herb","exotic","exotic_study","exotic","not informed","several","several",0,0,"impossible","inter","abundance (density)","abundance","observational","30","positive","1996","na","yes","yes","yes",NA,"single sps","figure 1b","pair-wise combination","245_02","245_03",9.3,17.4,23.03,17.15,24,24,4.7,3.5,NA,NA,NA,NA,"hedges_d","yes","ok","no response about life stage until may 2024","na",271.516128
"93",93,93,216,"marina","camila","54_01","245","245",245,"245_09","Cushman_et_al._2010","10.1111/j.1654-1103.2010.01196.x",2010,"mar/1996","mar/1996","California, USA","USA","38°18'N","123°03'W","38,333","-123,05","not informed","temperate","mediterranean","mediterranean","not informed_completar","482","0,779","hind-dune","2","isolated_obs","Lupinus chamissonis","lupinus chamissonis","Lupinus chamissonis Eschsch. ","Fabaceae","fabaceae","Fabaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504282-1)","native_state","native","not informed (probably adult)","Vulpia bromoides","vulpia bromoides","Vulpia bromoides (L.) Gray ","Poaceae","poaceae","Poaceae","exotic grass","grass","herb","exotic","exotic_study","exotic","not informed","several","several",0,0,"impossible","inter","abundance (density)","abundance","observational","30","negative","1996","na","yes","yes","yes",NA,"single sps","figure 1b","pair-wise combination","245_03","245_05",40.7,2.33,39.68,17.05,24,24,8.1,3.48,NA,NA,NA,NA,"hedges_d","no","ok","na","na",271.516128
"94",94,94,217,"dri -> Marina","luanne","86_na","215","215",215,"215_09","Yu_et_al._2009","10.2980/16-3-3277",2009,"nov/2000","may/2001","Poleg Stream Nature Reserve, Israel","Israel","32°03'N","34°45'E","32,05","34,75","not informed","temperate","mediterranean","mediterranean","450","450","0,295","matrix of shrubs and open stabilized pacthes dominated by herbaceous plants","2","isolated_obs","Retama raetam","retama raetam","Retama raetam (Forssk.) Webb & Berthel. ","not informed","completar","Fabaceae","shrub","shrub","woody","native","native_study","native","adult","Maresia pulchella","maresia pulchella","Maresia pulchella (DC.) O.E.Schulz ","not informed","completar","Brassicaceae","not informed (but see http://www.flowersinisrael.com/Maresiapulchella_page.htm)","forb","herb","not informed, assumed native because it occurs on the surrounding region (see http://flora.org.il/en/plants/MARPUL/ AND Wikipedia https://en.wikipedia.org/wiki/List_of_endemic_flora_of_Israel) (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:286826-1#distribution-map)","native_country","native","seedling","seedling","seedling",0,0,"adult_seedling","inter","density (m²)","abundance","observational","140","negative","2001","The study also has data for temporal patterns of germination and found that seedling phenology (i.e., germination) of trail species occurred at an earlier date and those of shrub understoreys lagged behind in comparison to those in the open areas.","yes","yes","yes",NA,"single sps","figure 4","different target species","215_13","215_13",90.7,0,26,0,40,40,4.11,0,NA,NA,NA,NA,"hedges_d","asked in 2017 and 2023","ok","sent in 2017 and 2023","the authors said it was SD and answered the life stage",237.157207
"95",95,95,218,"dri -> Marina","luanne","86_na","215","215",215,"215_10","Yu_et_al._2009","10.2980/16-3-3277",2009,"nov/2000","may/2001","Poleg Stream Nature Reserve, Israel","Israel","32°03'N","34°45'E","32,05","34,75","not informed","temperate","mediterranean","mediterranean","450","450","0,295","matrix of shrubs and open stabilized pacthes dominated by herbaceous plants","2","isolated_obs","Retama raetam","retama raetam","Retama raetam (Forssk.) Webb & Berthel. ","not informed","completar","Fabaceae","shrub","shrub","woody","native","native_study","native","adult","Plantago psyllium","plantago indica","Plantago arenaria Waldst. & Kit. ","not informed","completar","Plantaginaceae","not informed (but see http://www.flowersinisrael.com/Plantagoafra_page.htm)","forb","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:685262-1#distribution-map)","native_country","native","seedling","seedling","seedling",0,0,"adult_seedling","inter","density (m²)","abundance","observational","140","negative","2001","The study also has data for temporal patterns of germination and found that seedling phenology (i.e., germination) of trail species occurred at an earlier date and those of shrub understoreys lagged behind in comparison to those in the open areas.","yes","yes","yes",NA,"single sps","figure 4","different target species","215_01","215_01",154,15.4,44,5.2,40,40,6.96,0.82,NA,NA,NA,NA,"hedges_d","asked in 2017 and 2024","ok","sent in 2017 and 2024","the authors said it was SD and answered the life stage",247.468472
"96",96,96,219,"dri -> Marina","luanne","86_na","215","215",215,"215_11","Yu_et_al._2009","10.2980/16-3-3277",2009,"nov/2000","may/2001","Poleg Stream Nature Reserve, Israel","Israel","32°03'N","34°45'E","32,05","34,75","not informed","temperate","mediterranean","mediterranean","450","450","0,295","matrix of shrubs and open stabilized pacthes dominated by herbaceous plants","2","isolated_obs","Retama raetam","retama raetam","Retama raetam (Forssk.) Webb & Berthel. ","not informed","completar","Fabaceae","shrub","shrub","woody","native","native_study","native","adult","Polycarpon succulentum","polycarpon succulentum","Polycarpaea succulenta (Delile) Mscr.","not informed","completar","Caryophyllaceae","not informed (but see http://www.flowersinisrael.com/Polycarponsucculentum_page.htm)","forb","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:156235-1)","native_country","native","seedling","seedling","seedling",0,0,"adult_seedling","inter","density (m²)","abundance","observational","140","neutral","2001","The study also has data for temporal patterns of germination and found that seedling phenology (i.e., germination) of trail species occurred at an earlier date and those of shrub understoreys lagged behind in comparison to those in the open areas.","yes","yes","yes",NA,"single sps","figure 4","different target species","215_02","215_02",86.3,8.63,26.7,0,40,40,4.22,0,NA,NA,NA,NA,"hedges_d","asked in 2017 and 2030","ok","sent in 2017 and 2030","the authors said it was SD and answered the life stage",247.468472
"97",97,97,220,"dri -> Marina","luanne","86_na","215","215",215,"215_12","Yu_et_al._2009","10.2980/16-3-3277",2009,"nov/2000","may/2001","Poleg Stream Nature Reserve, Israel","Israel","32°03'N","34°45'E","32,05","34,75","not informed","temperate","mediterranean","mediterranean","450","450","0,295","matrix of shrubs and open stabilized pacthes dominated by herbaceous plants","2","isolated_obs","Retama raetam","retama raetam","Retama raetam (Forssk.) Webb & Berthel. ","not informed","completar","Fabaceae","shrub","shrub","woody","native","native_study","native","adult","Arenaria leptocladus","arenaria serpyllifolia","Arenaria leptoclados Boiss. ","not informed","completar","Caryophyllaceae","not informed (but see pictures in Google)","forb","herb","not informed, assumed native because it is native to surrounding countries (see http://www.theplantlist.org/tpl1.1/record/kew-2649652 AND http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:303826-2)","native_country","native","seedling","seedling","seedling",0,0,"adult_seedling","inter","density (m²)","abundance","observational","140","negative","2001","The study also has data for temporal patterns of germination and found that seedling phenology (i.e., germination) of trail species occurred at an earlier date and those of shrub understoreys lagged behind in comparison to those in the open areas.","yes","yes","yes",NA,"single sps","figure 4","different target species","215_03","215_03",146,41.7,44.7,17.3,40,40,7.07,2.74,NA,NA,NA,NA,"hedges_d","asked in 2017 and 2025","ok","sent in 2017 and 2025","the authors said it was SD and answered the life stage",247.468472
"98",98,98,221,"dri -> Marina","luanne","86_na","215","215",215,"215_14","Yu_et_al._2009","10.2980/16-3-3277",2009,"nov/2000","may/2001","Poleg Stream Nature Reserve, Israel","Israel","32°03'N","34°45'E","32,05","34,75","not informed","temperate","mediterranean","mediterranean","450","450","0,295","matrix of shrubs and open stabilized pacthes dominated by herbaceous plants","2","isolated_obs","Retama raetam","retama raetam","Retama raetam (Forssk.) Webb & Berthel. ","not informed","completar","Fabaceae","shrub","shrub","woody","native","native_study","native","adult","Crepis aculeata","crepis aculeata","Crepis aculeata (DC.) Boiss. ","not informed","completar","Asteraceae","not informed (but see http://www.flowersinisrael.com/Crepisaculeata_page.htm)","forb","herb","not informed (but see http://dx.doi.org/10.1080/07929978.2016.1275362)","native_coastal","native","seedling","seedling","seedling",0,0,"adult_seedling","inter","density (m²)","abundance","observational","140","negative","2001","The study also has data for temporal patterns of germination and found that seedling phenology (i.e., germination) of trail species occurred at an earlier date and those of shrub understoreys lagged behind in comparison to those in the open areas.","yes","yes","yes",NA,"single sps","figure 4","different target species","215_05","215_05",180,44.5,46,20.6,40,40,7.27,3.26,NA,NA,NA,NA,"hedges_d","asked in 2017 and 2026","ok","sent in 2017 and 2026","the authors said it was SD and answered the life stage",247.468472
